candidate_id,yoe,career_years_from_history,days_since_active,days_since_signup,notice_period_days,profile_completeness,response_rate,interview_completion,offer_acceptance,offer_acceptance_missing,github_activity,github_activity_missing,connection_count,endorsements_received,views_received_30d,applications_30d,search_appearance_30d,saved_by_recruiters_30d,open_to_work,verified_email,verified_phone,linkedin_connected,willing_to_relocate,advanced_skill_count,expert_skill_count,weighted_skill_score,service_company_ratio,skills_count,career_count,title_career_match_ratio,days_active,profile_views,saved_by_recruiters,search_appearance,product_company_ratio,location,country,profile_similarity,skills_similarity,career_similarity,full_similarity,intent1_similarity,intent2_similarity,intent3_similarity,intent4_similarity,intent5_similarity,semantic_alignment_score,intent_weighted_full_similarity,skill_overlap,weighted_skill_overlap,assessment_score,skill_coverage_ratio,has_search_experience,search_experience_count,career_evidence_score,build_ownership_count,activity_recency_score,response_speed_score,notice_score,notice_period_days_clean,location_match,work_mode_match,profile_consistency_score,quality_score,consistency_score,honeypot_penalty,yoe_alignment_score,domain_alignment_score,skill_evidence_score,retrieval_score,final_score
CAND_0070398,7.2,7.08,67,97,120,50.3,0.6,0.64,0.63,0,63.1,0,799,19,105,21,69,13,1,1,1,1,1,15,8,167.10618657532078,0.0,16,3,0.6666666666666666,67,105,13,69,1.0,"kochi, kerala",india,0.5382196,0.2705814,0.43960422,0.56283677,0.5246194,0.67490697,0.65144163,0.45109516,0.51212084,0.4528105,0.57527727,9,98.13633437622963,67.5,0.3,1,11,1.0,5,0.47499811449269164,0.391605626676799,0.0,120,1,1,0.8758333333333332,0.6571591177372462,0.8591666666666667,0.0,0.9833333333333333,0.55,1.0,0.9640312969114282,0.7179091370549968
CAND_0042506,4.2,4.17,29,676,15,83.3,0.48,0.82,0.77,0,64.0,0,797,167,262,22,41,49,1,0,1,1,0,16,10,177.08163615971523,0.0,19,2,0.5,29,262,49,41,1.0,"mumbai, maharashtra",india,0.55415404,0.3086596,0.36843696,0.58223367,0.5537283,0.6485015,0.6882686,0.44593936,0.5747306,0.45337108,0.5902615,9,104.62841916434024,66.6,0.3,1,3,1.0,4,0.7245371641800644,0.3494520618205275,0.8333333333333334,15,1,0,0.8217857142857141,0.8109392169311765,0.8415,0.04000000000000001,0.9928571428571428,0.5,1.0,0.9792552756035079,0.7177648965839105
CAND_0060072,5.7,5.67,147,112,90,45.8,0.1,0.99,0.46,0,82.4,0,997,123,179,22,1155,3,0,1,1,1,1,15,7,178.43137006499887,0.0,20,2,0.5,147,179,3,1155,1.0,"indore, madhya pradesh",india,0.5693656,0.36462095,0.418173,0.564565,0.5731318,0.624771,0.6143998,0.48030013,0.5302222,0.4791811,0.5760795,8,78.5523305630145,61.7,0.26666666666666666,1,4,1.0,6,0.19527756283568573,0.1372280537616061,0.0,90,1,1,0.8226315789473684,0.7238491021070064,0.998157894736842,0.0,0.9947368421052631,1.0,1.0,0.9999999999999999,0.7175996541081466
CAND_0009024,5.2,5.08,72,483,30,62.7,0.46,0.6,0.5,1,32.7,0,466,171,18,4,514,16,1,1,1,1,0,13,4,144.9368029370834,0.0,16,2,0.5,72,18,16,514,1.0,"chennai, tamil nadu",india,0.560427,0.3554916,0.4029321,0.5774332,0.5293412,0.636037,0.6524805,0.51225066,0.5570569,0.474071,0.58085096,6,62.27708653673106,81.05000000000001,0.2,1,5,1.0,2,0.44932896411722156,0.7788007830714049,0.6666666666666667,30,1,1,0.8146153846153845,0.6862846900821418,0.9019230769230769,0.0,0.9769230769230769,0.7,1.0,0.9999999999999999,0.7134433030943235
CAND_0079387,6.9,6.75,56,489,30,90.2,0.81,0.9,0.5,0,64.1,0,1008,100,241,4,189,22,1,1,1,1,0,13,8,177.5699507414004,0.0,20,4,0.5,56,241,22,189,1.0,"trivandrum, kerala",india,0.5302934,0.2745534,0.47885084,0.56482875,0.5049831,0.6581791,0.6665685,0.50394154,0.4904714,0.4621316,0.5739918,6,59.046213506014205,76.0,0.2,1,7,1.0,7,0.536750332785653,0.6675328565210373,0.6666666666666667,30,0,1,0.8152173913043477,0.8228651416354846,0.842391304347826,0.0,0.9782608695652173,0.5,1.0,0.9657196185642603,0.7125506428267746
CAND_0012957,4.9,4.83,49,351,120,73.0,0.67,0.94,0.46,0,53.5,0,470,112,90,3,565,54,0,1,1,1,1,12,6,160.9585626584429,0.0,15,2,0.5,49,90,54,565,1.0,"chennai, tamil nadu",india,0.5552464,0.3480926,0.40388757,0.59069747,0.5617498,0.62855947,0.66470647,0.57338333,0.52508837,0.47448105,0.59712243,5,67.43418755656107,69.875,0.16666666666666666,1,7,1.0,3,0.5801640071622538,0.515560819970764,0.0,120,1,1,0.8185714285714285,0.7370634221820823,0.8390000000000001,0.04000000000000001,0.9857142857142857,0.5,1.0,0.9969779290700627,0.7114032473948766
CAND_0036863,4.3,4.25,66,78,60,72.5,0.46,0.93,0.5,1,0.0,1,325,45,91,19,987,57,1,1,0,1,1,8,5,103.3421853731256,0.0,10,3,0.3333333333333333,66,91,57,987,1.0,"chennai, tamil nadu",india,0.5369481,0.32401165,0.42818785,0.5788844,0.5237148,0.64693236,0.65878475,0.5218631,0.543127,0.467008,0.58319664,4,42.54457197375251,80.15,0.13333333333333333,1,9,1.0,7,0.4803053010897994,0.845306871887266,0.33333333333333337,60,1,1,0.7614341085271319,0.6100732020702946,0.8030730897009967,0.0,0.9883720930232559,0.35714285714285715,1.0,0.9867421734422418,0.7110380965150367
CAND_0070202,5.1,5.08,31,375,90,72.4,0.6,0.79,0.5,1,0.0,1,433,29,75,2,450,28,0,1,0,1,0,12,8,156.78480814440385,0.0,15,2,0.5,31,75,28,450,1.0,"jaipur, rajasthan",india,0.56216466,0.3370219,0.43525916,0.56796247,0.5223029,0.63646793,0.66048676,0.5087265,0.51182854,0.47560203,0.5753971,8,98.3522128857234,64.0,0.26666666666666666,1,7,1.0,3,0.7086139185332333,0.8523805284532195,0.0,90,0,1,0.8232352941176471,0.6149530085870735,0.8486274509803923,0.0,0.9960784313725491,0.5,1.0,0.9922722572210013,0.7093020365643004
CAND_0027691,6.5,6.33,81,644,15,96.3,0.68,0.63,0.62,0,58.5,0,447,154,14,1,100,25,1,1,1,1,0,13,6,146.38521404361546,0.0,17,3,0.3333333333333333,81,14,25,100,1.0,"pune, maharashtra",india,0.518324,0.33316532,0.5002285,0.5482428,0.49993896,0.6410746,0.6371679,0.4922474,0.4707851,0.47499016,0.55859953,7,72.98720942081368,71.6,0.23333333333333334,1,9,1.0,5,0.4065696597405991,0.8153264721173319,0.8333333333333334,15,1,1,0.7548974358974359,0.8126118999804428,0.8408461538461539,0.0,0.9738461538461538,0.5,1.0,0.9882774599532339,0.7080943525197522
CAND_0064270,4.2,4.17,92,66,45,70.1,0.82,0.69,0.41,0,0.0,1,894,45,170,1,692,22,0,1,1,1,1,13,10,151.41070644047664,0.0,18,2,0.5,92,170,22,692,1.0,"pune, maharashtra",india,0.5587685,0.37001538,0.45268756,0.58163756,0.52355134,0.66955805,0.6916461,0.4804926,0.5429398,0.49077725,0.589152,6,66.72752231882953,73.5,0.2,1,5,1.0,5,0.3597945077825237,0.3553250686256434,0.5,45,1,1,0.7717857142857142,0.6336620750351043,0.8531249999999999,0.0625,0.9928571428571428,0.55,1.0,0.9999999999999999,0.7070918149979474
CAND_0084819,4.5,4.42,42,91,120,95.2,0.74,0.82,0.63,0,55.6,0,1497,174,99,20,1056,50,1,1,1,1,0,13,9,171.85665618161903,0.0,17,2,0.5,42,99,50,1056,1.0,"indore, madhya pradesh",india,0.5734345,0.33435148,0.35838836,0.5733422,0.54384744,0.62628514,0.6646924,0.46548516,0.5664011,0.45987913,0.5791269,7,86.57100574277337,77.35,0.23333333333333334,1,5,1.0,5,0.6270890852730561,0.4796386734368725,0.0,120,0,1,0.817,0.852734396799139,0.7949206349206349,0.04000000000000001,0.9822222222222222,0.35714285714285715,1.0,0.9837044762765537,0.7056014966447817
CAND_0051292,5.2,5.0,69,732,30,50.6,0.52,0.56,0.65,0,61.7,0,975,139,182,19,56,9,1,1,1,1,0,12,6,157.4839792661723,0.0,14,3,0.3333333333333333,69,182,9,56,1.0,"trivandrum, kerala",india,0.49815902,0.32937607,0.49678928,0.5861899,0.5663414,0.64529276,0.6411971,0.54642737,0.5316911,0.4776286,0.5945983,4,47.76871125395259,0.0,0.13333333333333333,1,11,1.0,6,0.46455902036091146,0.819868669160504,0.6666666666666667,30,0,1,0.7493589743589744,0.6990761715727973,0.7936813186813186,0.0,0.9615384615384615,0.35714285714285715,1.0,0.9768085862862532,0.705394628506485
CAND_0007460,4.7,4.67,30,736,120,97.7,0.48,0.67,0.84,0,53.2,0,1247,57,211,17,1047,11,1,0,1,1,0,15,8,182.0369361128272,0.0,18,1,1.0,30,211,11,1047,1.0,"pune, maharashtra",india,0.528868,0.30225706,0.47370195,0.5691597,0.5294401,0.6156877,0.6684148,0.53251064,0.49974537,0.46849668,0.5762881,7,78.82857560682203,55.6,0.23333333333333334,1,4,1.0,2,0.7165313105737893,0.6483443410015097,0.0,120,1,1,0.997127659574468,0.8463984507251937,0.8477659574468085,0.0,0.9936170212765957,0.5,1.0,0.977495243426288,0.7046378345567694
CAND_0010685,6.7,6.58,96,735,30,70.7,0.83,0.89,0.5,1,0.0,1,1202,123,246,13,779,46,1,1,1,0,0,12,6,171.00157188434576,0.0,16,4,0.5,96,246,46,779,1.0,"kolkata, west bengal",india,0.51584566,0.35622627,0.47392377,0.5710818,0.5243101,0.6498777,0.69067943,0.5006958,0.48984587,0.4792694,0.5819873,3,47.28671991673306,0.0,0.1,1,11,1.0,8,0.34415378686541237,0.33987863986418404,0.6666666666666667,30,0,0,0.8169402985074627,0.6795036332485529,0.9037313432835822,0.0,0.982089552238806,0.7,1.0,0.9964328454010237,0.7043697302422813
CAND_0066376,5.7,5.58,48,254,90,62.8,0.51,0.77,0.5,1,0.0,1,866,37,109,15,61,59,1,0,1,1,0,13,10,163.424904296037,0.0,17,2,0.5,48,109,59,61,1.0,"mumbai, maharashtra",india,0.5395721,0.33252603,0.4237116,0.5610341,0.5532161,0.6275774,0.65282977,0.48617473,0.48537242,0.46421096,0.57488865,8,90.64355523649044,68.2,0.26666666666666666,1,7,1.0,2,0.5866462195100318,0.4186025683854875,0.0,90,1,1,0.8155263157894737,0.6118722204703217,0.8426315789473685,0.0,0.9789473684210526,0.5,1.0,0.990361263274066,0.7035266643432263
CAND_0032515,5.1,5.0,37,791,45,69.0,0.54,0.8,0.58,0,67.4,0,421,79,184,8,303,40,0,1,1,0,0,12,7,153.8708875412342,0.0,15,3,0.3333333333333333,37,184,40,303,1.0,seattle,usa,0.4953826,0.38623896,0.47199455,0.56605756,0.5414483,0.63039076,0.63069874,0.5173762,0.51037395,0.47991842,0.57481575,5,60.6788743492406,72.94999999999999,0.16666666666666666,1,6,1.0,7,0.6629132704784655,0.7853179065634253,0.5,45,0,1,0.7578431372549019,0.7236262910487437,0.8431372549019608,0.0,0.9803921568627452,0.5,1.0,0.9864289035659294,0.7020436044978282
CAND_0080766,8.8,8.75,72,596,90,92.0,0.66,0.88,0.63,0,32.9,0,767,182,374,17,1105,27,0,1,1,1,1,18,9,196.74825690611738,0.0,21,4,0.5,72,374,27,1105,1.0,"coimbatore, tamil nadu",india,0.4925406,0.38613194,0.47346267,0.54530185,0.5455807,0.5939654,0.58820164,0.43755662,0.5612049,0.47435927,0.55155987,5,37.80204184506392,84.5,0.16666666666666666,1,9,1.0,6,0.44932896411722156,0.590734329988828,0.0,90,1,1,0.8224431818181819,0.7918543151209528,0.8480113636363636,0.0,0.9943181818181818,0.5,1.0,0.9850395068619329,0.7018839515749562
CAND_0060054,6.4,6.33,95,272,15,67.3,0.86,0.78,0.5,1,0.0,1,453,114,17,3,256,39,0,1,1,1,1,8,5,103.08670439580793,0.0,10,3,0.6666666666666666,95,17,39,256,1.0,"jaipur, rajasthan",india,0.5303399,0.3566627,0.41366512,0.5638753,0.52324826,0.63956845,0.66533786,0.48142916,0.5097929,0.46613577,0.57312787,5,62.419314930509245,89.9,0.16666666666666666,1,9,1.0,5,0.34799904079225524,0.39818708021984806,0.8333333333333334,15,1,1,0.8784114583333333,0.6481331299782132,0.8461718749999999,0.0,0.9890625,0.5,1.0,0.9999999999999999,0.7012619163197548
CAND_0041568,5.2,5.08,75,707,90,57.4,0.52,0.79,0.5,1,0.0,1,798,107,90,3,718,43,1,0,1,1,0,15,8,192.42288834500232,0.0,18,3,0.3333333333333333,75,90,43,718,1.0,sydney,australia,0.5656268,0.32985163,0.4256154,0.5811459,0.5835229,0.6265006,0.6441616,0.4990993,0.5524452,0.47555992,0.5906238,6,75.28471517751741,65.4,0.2,1,7,1.0,6,0.4345982085070782,0.47698140228330255,0.0,90,0,1,0.7562820512820514,0.6146594037084733,0.8359230769230769,0.04000000000000001,0.9769230769230769,0.5,1.0,0.9892244919503528,0.6999353162475057
CAND_0027801,7.4,7.25,69,721,120,76.5,0.65,0.68,0.57,0,63.3,0,881,176,234,10,521,65,1,1,1,1,0,11,7,142.1726855779832,0.0,15,3,0.3333333333333333,69,234,65,521,1.0,"hyderabad, telangana",india,0.5259306,0.2900869,0.43130213,0.5605055,0.50205255,0.69821495,0.6546314,0.4636448,0.48398376,0.4519563,0.5740409,5,68.75618352310903,67.3,0.16666666666666666,1,11,1.0,4,0.46455902036091146,0.6731188730678772,0.0,120,1,1,0.7575450450450452,0.7842611239672949,0.8429054054054054,0.0,0.9797297297297297,0.5,1.0,0.9723222359148046,0.6971465976606506
CAND_0061339,4.2,4.08,75,50,90,82.8,0.9,0.65,0.38,0,85.7,0,1447,67,232,8,1023,9,1,1,1,1,1,12,6,112.34576235718826,0.0,14,3,0.3333333333333333,75,232,9,1023,1.0,"chandigarh, chandigarh",india,0.5417976,0.3828299,0.42449299,0.57159996,0.5372659,0.6280626,0.6886849,0.47914967,0.5248368,0.4801801,0.5802885,6,49.425159404120016,51.8,0.2,1,5,1.0,7,0.4345982085070782,0.4162834465310913,0.0,90,1,0,0.7538095238095239,0.8228584345263966,0.894,0.04000000000000001,0.9714285714285714,0.7,1.0,0.9999999999999999,0.6949170563131335
CAND_0093547,2.9,6.17,71,577,60,62.6,0.75,0.97,0.5,1,59.5,0,989,242,168,1,1340,57,0,1,1,1,0,16,7,190.45136922288384,0.0,21,3,0.6666666666666666,71,168,57,1340,1.0,"coimbatore, tamil nadu",india,0.5539215,0.3173192,0.5009174,0.55503434,0.54910547,0.6202235,0.60979617,0.48153746,0.51450914,0.4817981,0.5654283,9,98.77888704709734,67.5,0.3,1,5,1.0,5,0.4543493475320107,0.7564138237380932,0.33333333333333337,60,0,1,0.5748406266882766,0.7219736243763584,0.7161431726094002,0.05574999999999998,0.4700162074554295,0.7,1.0,0.9838975089163513,0.6948178743424175
CAND_0005649,7.4,7.33,67,293,90,57.8,0.57,0.88,0.82,0,80.7,0,909,51,15,5,595,26,1,1,1,0,1,12,8,168.74882699873376,0.0,17,4,0.5,67,15,26,595,1.0,"delhi, delhi",india,0.5496632,0.3580955,0.4418636,0.5559367,0.5285908,0.61981356,0.66664165,0.38655812,0.5780796,0.47638974,0.5626506,6,78.99780297798915,0.0,0.2,1,8,1.0,9,0.47499811449269164,0.440064781012431,0.0,90,1,0,0.8207432432432433,0.7291860458158103,0.8466891891891891,0.0,0.9905405405405405,0.5,1.0,0.9999999999999999,0.6938844806855734
CAND_0018722,6.6,6.5,57,423,90,63.4,0.79,0.91,0.59,0,94.3,0,142,74,203,7,1034,16,1,1,1,1,1,10,5,115.8218903886031,0.0,14,3,0.3333333333333333,57,203,16,1034,1.0,toronto,canada,0.566764,0.29793274,0.49133873,0.55666894,0.5489788,0.5915603,0.63504374,0.5093886,0.49837327,0.47817612,0.5658381,5,42.78716681766601,0.0,0.16666666666666666,1,14,1.0,5,0.530819450562014,0.9303241341420618,0.0,90,1,1,0.7598484848484848,0.7142815538600027,0.8446969696969696,0.0,0.9848484848484849,0.5,1.0,0.9756571645848743,0.6937824850366289
CAND_0029367,5.7,5.58,31,578,90,54.7,0.77,0.58,0.39,0,39.8,0,1254,138,51,20,515,7,1,1,1,0,0,15,9,186.4617060153351,0.0,17,3,0.3333333333333333,31,51,7,515,1.0,"bangalore, karnataka",india,0.51582074,0.3273139,0.42329597,0.5553738,0.49301744,0.66435814,0.651589,0.47203463,0.4958696,0.4554511,0.5647047,7,82.43478213969705,65.9,0.23333333333333334,1,10,1.0,5,0.7086139185332333,0.8973284370942841,0.0,90,1,1,0.7571929824561403,0.6867722945120248,0.8426315789473685,0.0,0.9789473684210526,0.5,1.0,0.9845664796821681,0.6928640411419131
CAND_0081686,6.0,5.92,56,587,60,57.2,0.91,0.86,0.5,1,46.4,0,1106,66,218,10,399,47,0,1,1,1,0,13,9,181.07952547311328,0.0,18,3,0.3333333333333333,56,218,47,399,1.0,austin,usa,0.5212122,0.3256473,0.44042668,0.56436545,0.5315993,0.63509303,0.6288263,0.5256437,0.5006649,0.46291292,0.57293135,6,94.36952651756826,73.85,0.2,1,13,1.0,4,0.536750332785653,0.3840646257063043,0.33333333333333337,60,0,1,0.7606666666666666,0.6799345227268616,0.8393333333333334,0.04000000000000001,0.9866666666666667,0.5,1.0,0.986493855402239,0.6923458248234592
CAND_0074735,5.5,5.42,84,608,90,92.9,0.77,0.78,0.8,0,87.7,0,235,147,84,20,391,31,1,1,1,1,0,15,8,186.02960130854007,0.0,20,3,0.3333333333333333,84,84,31,391,1.0,"chandigarh, chandigarh",india,0.52150583,0.40652648,0.40456587,0.578648,0.5194806,0.66581774,0.6723794,0.5064475,0.52911454,0.47781155,0.58565307,5,59.43605513876206,67.8,0.16666666666666666,1,1,0.3333333333333333,8,0.39324072086859824,0.8655029945671769,0.0,90,0,1,0.7601212121212122,0.8271026118405078,0.8449090909090909,0.0,0.9854545454545455,0.5,1.0,0.9991999830408574,0.6918432258899344
CAND_0047721,7.0,7.0,76,453,90,64.6,0.49,0.74,0.45,0,90.1,0,1178,144,112,5,219,56,0,1,1,1,1,10,6,135.33824397638062,0.0,17,2,0.5,76,112,56,219,1.0,"coimbatore, tamil nadu",india,0.5468418,0.3085285,0.4085447,0.56147903,0.57285994,0.6241427,0.6315631,0.5285381,0.45029148,0.45634848,0.5785162,7,86.94963187273406,81.64999999999999,0.23333333333333334,1,6,1.0,3,0.42979606748951626,0.4364128121748717,0.0,90,1,1,0.825,0.8015083172103042,0.8494643169963972,0.0,1.0,0.5,0.9973215849819863,0.9801609644531171,0.6910180420046385
CAND_0030953,7.8,7.67,70,185,45,85.2,0.63,0.62,0.83,0,21.0,0,284,89,153,5,472,46,0,1,1,0,0,11,4,128.5364413585762,0.0,14,5,0.2,70,153,46,472,1.0,"chennai, tamil nadu",india,0.5700056,0.29370874,0.41779965,0.5812874,0.5486095,0.64504623,0.6571111,0.54180735,0.5138626,0.46570033,0.589924,4,43.15385203061912,85.3,0.13333333333333333,1,10,1.0,11,0.4594258240359266,0.4221054983921655,0.5,45,1,1,0.7125000000000001,0.6878716333265974,0.8381666666666666,0.04000000000000001,0.9833333333333334,0.5,1.0,0.9738617251189271,0.6905054169098717
CAND_0065878,7.8,7.67,89,761,15,90.8,0.48,0.61,0.5,1,0.0,1,739,71,37,17,432,25,1,1,1,1,0,13,4,145.1103058132388,0.0,15,4,0.25,89,37,25,432,1.0,"trivandrum, kerala",india,0.5267891,0.28854758,0.46098655,0.5736557,0.5587269,0.6201875,0.6439204,0.55681515,0.4886285,0.46249476,0.58383423,4,46.608700233844445,63.86666666666667,0.13333333333333333,1,16,1.0,7,0.3719897834653728,0.5932008580621295,0.8333333333333334,15,0,1,0.73,0.6969586944495083,0.9041666666666667,0.0,0.9833333333333334,0.7,1.0,0.9716679381185409,0.6897591309840907
CAND_0076831,4.0,3.92,37,39,90,83.5,0.5,0.65,0.5,1,46.7,0,900,164,34,22,248,3,1,1,1,1,1,9,6,117.16488201369714,0.0,16,2,1.0,37,34,3,248,1.0,"delhi, delhi",india,0.5649505,0.37794378,0.3983578,0.5722796,0.5345116,0.66151077,0.67840564,0.40904194,0.57792807,0.47838292,0.5805614,6,69.75792016215959,82.0,0.2,1,3,1.0,5,0.6629132704784655,0.572957094119015,0.0,90,1,1,0.9909999999999999,0.8139640309123652,0.830202925838986,0.04000000000000001,0.98,0.5,0.96601462919493,0.9999999999999999,0.6894134269097542
CAND_0030827,5.4,5.33,72,565,120,79.0,0.52,0.61,0.68,0,52.4,0,617,144,127,19,990,50,1,1,1,0,0,12,9,136.93110709758503,0.0,16,2,0.5,72,127,50,990,1.0,singapore,singapore,0.56259537,0.29181975,0.41006708,0.5680602,0.5800221,0.6022615,0.63073254,0.52733475,0.4999502,0.4581356,0.5798137,8,78.23697135704161,0.0,0.26666666666666666,1,9,1.0,3,0.44932896411722156,0.5981648531319816,0.0,120,0,1,0.8191666666666666,0.7685843341456975,0.80260582010582,0.0,0.9870370370370369,0.35714285714285715,1.0,0.9730587975566655,0.6885030989388201
CAND_0022812,4.5,4.42,93,729,60,62.8,0.79,0.74,0.52,0,0.0,1,1153,150,159,15,181,51,0,0,1,1,1,14,8,172.75349370869955,0.0,19,3,0.6666666666666666,93,159,51,181,1.0,"coimbatore, tamil nadu",india,0.5189091,0.356639,0.45767277,0.5547493,0.4591192,0.6703609,0.6743498,0.48367894,0.48623756,0.47199255,0.5613715,7,89.38102488605367,0.0,0.23333333333333334,1,6,1.0,7,0.3558189185373419,0.9618575762732245,0.33333333333333337,60,1,1,0.8753333333333333,0.669061633735078,0.8437777777777778,0.0,0.9822222222222222,0.5,1.0,0.9979304950517988,0.6880188177493963
CAND_0061175,6.7,6.67,92,408,120,54.1,0.48,0.66,0.5,1,49.8,0,902,22,178,0,646,26,1,1,1,1,1,4,0,75.49115374762737,0.0,13,3,0.3333333333333333,92,178,26,646,1.0,"gurgaon, haryana",india,0.50971377,0.33785182,0.47872394,0.5776077,0.52753454,0.6675483,0.69800955,0.45279697,0.54214907,0.47597432,0.5868838,6,51.90965531460959,62.400000000000006,0.2,1,6,1.0,2,0.3597945077825237,0.2521382381530032,0.0,120,1,1,0.7646517412935323,0.6394838264661711,0.9680476952835195,0.0,0.9955223880597015,1.0,0.8480742973131201,0.986060124868815,0.6868969215488183
CAND_0075574,5.7,5.67,34,46,60,50.8,0.58,0.96,0.5,1,37.7,0,506,24,55,6,625,24,1,1,0,1,1,13,9,152.62280204482605,0.0,16,3,0.6666666666666666,34,55,24,625,1.0,"bangalore, karnataka",india,0.5267107,0.31460142,0.4457479,0.55885303,0.5332558,0.60528636,0.6205816,0.52562696,0.5095147,0.46147826,0.5652102,6,81.98553401751792,63.099999999999994,0.2,1,5,1.0,8,0.6853827910309876,0.5374963372977344,0.33333333333333337,60,1,0,0.8809649122807017,0.6145850293835287,0.8053007518796992,0.0,0.9947368421052631,0.35714285714285715,1.0,0.9827422934658766,0.6868242394263357
CAND_0051615,4.6,4.5,99,545,60,75.3,0.88,0.89,0.41,0,94.6,0,1385,66,215,7,693,42,1,1,1,1,0,11,3,118.08762061113617,0.0,15,2,1.0,99,215,42,693,1.0,"coimbatore, tamil nadu",india,0.5287992,0.34789237,0.39477473,0.57297117,0.5638156,0.60977477,0.6404561,0.5489491,0.5018602,0.46110934,0.58220804,5,54.866446399212286,0.0,0.16666666666666666,1,10,1.0,4,0.33287108369807955,0.33240908365612837,0.33333333333333337,60,0,0,0.9902173913043479,0.8474738972354839,0.8573913043478262,0.0,0.9782608695652175,0.55,1.0,0.9968928276665022,0.6865347399187479
CAND_0076904,4.2,4.08,60,557,90,83.4,0.54,0.75,0.74,0,0.0,1,825,76,241,14,695,65,1,1,0,0,0,15,10,181.81197157737873,0.0,18,2,0.5,60,241,65,695,1.0,london,uk,0.5498813,0.31996736,0.42694885,0.55630267,0.55639094,0.5953779,0.6605109,0.46435866,0.5048746,0.46327505,0.5680052,6,72.106267630969,52.3,0.2,1,9,1.0,3,0.513417119032592,0.4009618918883313,0.0,90,0,1,0.812142857142857,0.6922064850302119,0.8550000000000001,0.0,0.9714285714285714,0.55,1.0,0.9850231200232534,0.6856481874430848
CAND_0018549,6.8,6.75,53,655,60,65.0,0.73,0.67,0.89,0,56.3,0,433,114,250,13,631,15,1,1,1,1,1,10,9,142.8335292506851,0.0,14,2,0.5,53,250,15,631,1.0,"coimbatore, tamil nadu",india,0.53131926,0.30919123,0.40582412,0.5634106,0.5481533,0.59346336,0.6605314,0.49378204,0.5211229,0.45243627,0.57109773,5,57.87690612638745,75.7,0.16666666666666666,1,7,1.0,3,0.5549435462438714,0.3509111497336504,0.33333333333333337,60,1,1,0.8216911764705883,0.7158708681866014,0.8474264705882354,0.0,0.9926470588235294,0.5,1.0,0.9804426554193233,0.6841455714074601
CAND_0037944,4.9,4.83,90,814,30,73.3,0.42,0.62,0.5,1,83.0,0,638,132,266,16,898,17,1,1,1,1,0,13,9,172.41483185092238,0.0,18,2,0.5,90,266,17,898,1.0,"jaipur, rajasthan",india,0.5367225,0.35319844,0.33283705,0.5771285,0.57790625,0.64141107,0.6606142,0.482415,0.523296,0.44997165,0.59053934,7,85.9754081022222,79.1,0.23333333333333334,1,1,0.3333333333333333,6,0.36787944117144233,0.6270890852730561,0.6666666666666667,30,0,1,0.8185714285714285,0.7957616717529526,0.8450000000000001,0.0,0.9857142857142857,0.5,1.0,0.9752604584033303,0.6839422933259969
CAND_0091534,16.6,7.08,46,185,30,57.5,0.84,0.81,0.35,0,66.0,0,1189,109,210,13,713,49,0,1,1,1,1,8,5,84.80207922533732,0.0,10,3,0.3333333333333333,46,210,49,713,1.0,"gurgaon, haryana",india,0.56668305,0.22885792,0.46188164,0.58178866,0.539008,0.67257285,0.67652345,0.50867826,0.5121608,0.45980284,0.5926681,2,10.816829983019279,75.3,0.06666666666666667,1,9,1.0,6,0.5998287320415084,0.4671470862226546,0.6666666666666667,30,1,1,0.5085943775100401,0.688869114687076,0.6064199655765921,0.0,0.4265060240963855,0.35714285714285715,1.0,0.9462964646332025,0.683530737389037
CAND_0000031,6.0,5.83,27,143,60,83.4,0.91,0.6,0.38,0,32.6,0,832,177,194,2,778,13,1,0,1,0,1,11,5,141.46903233808834,0.0,17,4,0.25,27,194,13,778,1.0,"hyderabad, telangana",india,0.54930663,0.29398915,0.42655087,0.5609988,0.5372762,0.5841828,0.62061995,0.55942833,0.5034864,0.45771137,0.5656154,4,41.50463769360275,68.4,0.13333333333333333,1,9,1.0,11,0.7408182206817179,0.34751604428303956,0.33333333333333337,60,1,1,0.72475,0.7525002931782405,0.8025833333333333,0.0,0.9716666666666667,0.375,1.0,0.9739809152210557,0.6834199010704801
CAND_0044855,6.6,6.5,57,186,60,93.5,0.57,0.9,0.5,1,46.7,0,230,67,219,3,821,43,0,1,1,0,1,15,9,182.11774913895388,0.0,17,3,0.3333333333333333,57,219,43,821,1.0,"coimbatore, tamil nadu",india,0.5195444,0.28441158,0.35825425,0.5667433,0.5460054,0.62581646,0.65125155,0.49700564,0.51363754,0.4322384,0.5764207,6,77.17059710453285,71.15,0.2,1,8,1.0,5,0.530819450562014,0.951229424500714,0.33333333333333337,60,1,1,0.7598484848484848,0.7442281949434053,0.8446969696969696,0.0,0.9848484848484849,0.5,1.0,0.9606319242488347,0.6831723015062373
